วันเวลา,รูปภาพ,สถานที่
2025-10-27 22:47:09,without_mask_2025-10-27_22-47-09.jpg,Library
2025-10-27 22:47:11,without_mask_2025-10-27_22-47-11.jpg,Library
2025-10-27 22:47:13,without_mask_2025-10-27_22-47-13.jpg,Library
2025-10-27 22:47:15,without_mask_2025-10-27_22-47-15.jpg,Library
2025-10-27 22:47:17,without_mask_2025-10-27_22-47-17.jpg,Library
2025-10-27 22:47:19,without_mask_2025-10-27_22-47-19.jpg,Library
2025-10-27 22:47:21,without_mask_2025-10-27_22-47-21.jpg,Library
2025-10-27 22:47:23,without_mask_2025-10-27_22-47-23.jpg,Library
2025-10-27 22:47:25,without_mask_2025-10-27_22-47-25.jpg,Library
2025-10-27 22:47:27,without_mask_2025-10-27_22-47-27.jpg,Library
2025-10-27 22:47:29,without_mask_2025-10-27_22-47-29.jpg,Library
2025-10-27 22:47:31,without_mask_2025-10-27_22-47-31.jpg,Library
2025-10-27 22:47:37,without_mask_2025-10-27_22-47-37.jpg,Library
2025-10-27 22:47:39,without_mask_2025-10-27_22-47-39.jpg,Library
2025-10-27 22:51:57,without_mask_2025-10-27_22-51-57.jpg,Cafeteria
2025-10-27 22:52:01,without_mask_2025-10-27_22-52-01.jpg,Cafeteria
2025-10-27 22:52:09,without_mask_2025-10-27_22-52-09.jpg,Cafeteria
2025-10-27 22:52:11,without_mask_2025-10-27_22-52-11.jpg,Cafeteria
2025-10-27 22:52:13,without_mask_2025-10-27_22-52-13.jpg,Cafeteria
2025-10-27 22:52:15,without_mask_2025-10-27_22-52-15.jpg,Cafeteria
2025-10-27 22:52:17,without_mask_2025-10-27_22-52-17.jpg,Cafeteria
2025-10-27 22:52:19,without_mask_2025-10-27_22-52-19.jpg,Cafeteria
2025-10-27 22:52:21,without_mask_2025-10-27_22-52-21.jpg,Cafeteria
2025-10-27 22:52:23,without_mask_2025-10-27_22-52-23.jpg,Cafeteria
2025-10-27 22:52:26,without_mask_2025-10-27_22-52-26.jpg,Cafeteria
2025-10-27 22:52:28,without_mask_2025-10-27_22-52-28.jpg,Cafeteria
2025-10-27 22:52:32,without_mask_2025-10-27_22-52-32.jpg,Cafeteria
2025-10-27 22:52:34,without_mask_2025-10-27_22-52-34.jpg,Cafeteria
2025-10-27 22:52:36,without_mask_2025-10-27_22-52-36.jpg,Cafeteria
2025-10-27 22:52:38,without_mask_2025-10-27_22-52-38.jpg,Cafeteria
2025-10-28 14:06:37,without_mask_2025-10-28_14-06-37.jpg,Cafeteria
2025-10-28 14:06:43,without_mask_2025-10-28_14-06-43.jpg,Cafeteria
2025-10-28 14:06:45,without_mask_2025-10-28_14-06-45.jpg,Cafeteria
2025-10-28 14:06:47,without_mask_2025-10-28_14-06-47.jpg,Cafeteria
2025-10-28 14:06:51,without_mask_2025-10-28_14-06-51.jpg,Cafeteria
2025-10-28 14:06:54,without_mask_2025-10-28_14-06-54.jpg,Cafeteria
2025-10-28 14:06:57,without_mask_2025-10-28_14-06-57.jpg,Cafeteria
2025-10-28 14:06:59,without_mask_2025-10-28_14-06-59.jpg,Cafeteria
2025-10-28 14:07:01,without_mask_2025-10-28_14-07-01.jpg,Cafeteria
2025-10-28 14:07:03,without_mask_2025-10-28_14-07-03.jpg,Cafeteria
2025-10-28 14:07:06,without_mask_2025-10-28_14-07-06.jpg,Cafeteria
2025-10-28 14:07:29,without_mask_2025-10-28_14-07-29.jpg,Cafeteria
2025-10-28 14:07:31,without_mask_2025-10-28_14-07-31.jpg,Cafeteria
2025-10-28 14:07:33,without_mask_2025-10-28_14-07-33.jpg,Cafeteria
2025-10-28 14:07:35,without_mask_2025-10-28_14-07-35.jpg,Cafeteria
2025-10-28 14:07:37,without_mask_2025-10-28_14-07-37.jpg,Cafeteria
2025-10-28 14:07:39,without_mask_2025-10-28_14-07-39.jpg,Cafeteria
2025-10-28 14:07:41,without_mask_2025-10-28_14-07-41.jpg,Cafeteria
2025-10-28 14:07:45,without_mask_2025-10-28_14-07-45.jpg,Cafeteria
2025-10-28 14:07:48,without_mask_2025-10-28_14-07-48.jpg,Cafeteria
2025-10-28 14:07:51,without_mask_2025-10-28_14-07-51.jpg,Cafeteria
2025-10-28 14:08:09,without_mask_2025-10-28_14-08-09.jpg,Cafeteria
2025-10-28 14:08:11,without_mask_2025-10-28_14-08-11.jpg,Cafeteria
2025-10-28 14:08:13,without_mask_2025-10-28_14-08-13.jpg,Cafeteria
2025-10-28 14:08:15,without_mask_2025-10-28_14-08-15.jpg,Cafeteria
2025-10-28 14:08:17,without_mask_2025-10-28_14-08-17.jpg,Cafeteria
2025-10-28 14:08:19,without_mask_2025-10-28_14-08-19.jpg,Cafeteria
2025-10-28 14:08:21,without_mask_2025-10-28_14-08-21.jpg,Cafeteria
2025-10-28 14:08:23,without_mask_2025-10-28_14-08-23.jpg,Cafeteria
2025-10-28 20:19:45,without_mask_2025-10-28_20-19-45.jpg,Library
2025-10-28 20:19:50,without_mask_2025-10-28_20-19-50.jpg,Library
2025-10-28 20:19:55,without_mask_2025-10-28_20-19-55.jpg,Library
2025-10-28 20:35:08,without_mask_2025-10-28_20-35-08.jpg,Library
2025-10-28 20:35:13,without_mask_2025-10-28_20-35-13.jpg,Library
2025-10-28 20:35:18,without_mask_2025-10-28_20-35-18.jpg,Library
2025-10-28 20:35:23,without_mask_2025-10-28_20-35-23.jpg,Library
2025-10-28 20:35:28,without_mask_2025-10-28_20-35-28.jpg,Library
2025-10-28 20:35:33,without_mask_2025-10-28_20-35-33.jpg,Library
2025-10-28 20:35:42,without_mask_2025-10-28_20-35-42.jpg,Library
2025-10-28 20:35:47,without_mask_2025-10-28_20-35-47.jpg,Library
2025-10-28 20:35:50,without_mask_2025-10-28_20-35-50.jpg,Library
2025-10-28 20:35:55,without_mask_2025-10-28_20-35-55.jpg,Library
2025-10-28 21:13:03,without_mask_2025-10-28_21-13-03.jpg,Library
2025-10-28 21:14:33,without_mask_2025-10-28_21-14-33.jpg,Library
2025-10-28 21:49:59,without_mask_2025-10-28_21-49-59.jpg,Main Entrance
2025-10-28 21:53:35,without_mask_2025-10-28_21-53-35.jpg,Main Entrance
2025-10-28 21:59:27,without_mask_2025-10-28_21-59-27.jpg,Main Entrance
2025-10-29 11:52:45,without_mask_2025-10-29_11-52-45.jpg,อาคาร 20
2025-10-29 11:53:29,without_mask_2025-10-29_11-53-29.jpg,อาคาร 20
2025-10-29 11:53:36,without_mask_2025-10-29_11-53-36.jpg,อาคาร 20
2025-10-29 11:53:38,without_mask_2025-10-29_11-53-38.jpg,อาคาร 20
2025-10-29 11:53:41,without_mask_2025-10-29_11-53-41.jpg,อาคาร 20
2025-10-29 11:53:47,without_mask_2025-10-29_11-53-47.jpg,อาคาร 20
2025-10-29 11:53:54,without_mask_2025-10-29_11-53-54.jpg,อาคาร 20
2025-10-29 11:54:00,without_mask_2025-10-29_11-54-00.jpg,อาคาร 20
2025-10-29 11:54:08,without_mask_2025-10-29_11-54-08.jpg,อาคาร 20
2025-10-29 11:54:20,without_mask_2025-10-29_11-54-20.jpg,อาคาร 20
2025-10-29 11:54:25,without_mask_2025-10-29_11-54-25.jpg,อาคาร 20
2025-10-29 11:54:51,without_mask_2025-10-29_11-54-51.jpg,อาคาร 20
2025-10-29 11:55:20,without_mask_2025-10-29_11-55-20.jpg,อาคาร 20
2025-10-29 11:55:33,without_mask_2025-10-29_11-55-33.jpg,อาคาร 20
2025-10-29 11:55:45,without_mask_2025-10-29_11-55-45.jpg,อาคาร 20
2025-10-29 11:56:35,without_mask_2025-10-29_11-56-35.jpg,อาคาร 20
2025-10-29 12:00:01,without_mask_2025-10-29_12-00-01.jpg,อาคาร 20
2025-10-29 12:00:06,without_mask_2025-10-29_12-00-06.jpg,อาคาร 20
2025-10-29 12:01:33,without_mask_2025-10-29_12-01-33.jpg,อาคาร 20
2025-10-29 12:01:39,without_mask_2025-10-29_12-01-39.jpg,อาคาร 20
2025-10-29 12:01:48,without_mask_2025-10-29_12-01-48.jpg,อาคาร 20
2025-10-29 12:03:37,without_mask_2025-10-29_12-03-37.jpg,อาคาร 20
2025-10-29 12:04:16,without_mask_2025-10-29_12-04-16.jpg,อาคาร 20
2025-10-29 12:04:38,without_mask_2025-10-29_12-04-38.jpg,อาคาร 20
2025-10-29 12:04:42,without_mask_2025-10-29_12-04-42.jpg,อาคาร 20
2025-10-29 12:04:53,without_mask_2025-10-29_12-04-53.jpg,อาคาร 20
2025-10-29 12:04:59,without_mask_2025-10-29_12-04-59.jpg,อาคาร 20
2025-10-29 12:06:09,without_mask_2025-10-29_12-06-09.jpg,อาคาร 20
2025-10-29 12:09:31,without_mask_2025-10-29_12-09-31.jpg,อาคาร 20
2025-10-29 13:42:59,without_mask_2025-10-29_13-42-59.jpg,อาคาร 20
2025-10-29 13:43:12,without_mask_2025-10-29_13-43-12.jpg,อาคาร 20
2025-10-29 13:43:15,without_mask_2025-10-29_13-43-15.jpg,อาคาร 20
2025-10-29 13:43:19,without_mask_2025-10-29_13-43-19.jpg,อาคาร 20
2025-10-29 13:43:33,without_mask_2025-10-29_13-43-33.jpg,อาคาร 20
2025-10-29 13:43:38,without_mask_2025-10-29_13-43-38.jpg,อาคาร 20
2025-10-29 13:43:40,without_mask_2025-10-29_13-43-40.jpg,อาคาร 20
2025-10-29 13:43:45,without_mask_2025-10-29_13-43-45.jpg,อาคาร 20
2025-10-29 13:43:57,without_mask_2025-10-29_13-43-57.jpg,อาคาร 20
2025-10-29 13:44:06,without_mask_2025-10-29_13-44-06.jpg,อาคาร 20
2025-10-29 13:44:21,without_mask_2025-10-29_13-44-21.jpg,อาคาร 20
2025-10-29 13:44:26,without_mask_2025-10-29_13-44-26.jpg,อาคาร 20
2025-10-29 13:44:42,without_mask_2025-10-29_13-44-42.jpg,อาคาร 20
2025-10-29 13:44:45,without_mask_2025-10-29_13-44-45.jpg,อาคาร 20
2025-10-29 13:44:51,without_mask_2025-10-29_13-44-51.jpg,อาคาร 20
2025-10-29 13:44:54,without_mask_2025-10-29_13-44-54.jpg,อาคาร 20
2025-10-29 13:45:15,without_mask_2025-10-29_13-45-15.jpg,อาคาร 20
2025-10-29 13:45:19,without_mask_2025-10-29_13-45-19.jpg,อาคาร 20
2025-10-29 13:45:24,without_mask_2025-10-29_13-45-24.jpg,อาคาร 20
2025-10-29 13:45:26,without_mask_2025-10-29_13-45-26.jpg,อาคาร 20
2025-10-29 13:45:30,without_mask_2025-10-29_13-45-30.jpg,อาคาร 20
2025-10-29 13:45:34,without_mask_2025-10-29_13-45-34.jpg,อาคาร 20
2025-10-29 13:45:37,without_mask_2025-10-29_13-45-37.jpg,อาคาร 20
2025-10-29 13:45:48,without_mask_2025-10-29_13-45-48.jpg,อาคาร 20
2025-10-29 13:45:52,without_mask_2025-10-29_13-45-52.jpg,อาคาร 20
2025-10-29 13:45:54,without_mask_2025-10-29_13-45-54.jpg,อาคาร 20
2025-10-29 13:46:57,without_mask_2025-10-29_13-46-57.jpg,อาคาร 20
2025-10-29 13:47:16,without_mask_2025-10-29_13-47-16.jpg,อาคาร 20
2025-10-29 13:47:26,without_mask_2025-10-29_13-47-26.jpg,อาคาร 20
2025-10-29 13:47:41,without_mask_2025-10-29_13-47-41.jpg,อาคาร 20
2025-10-29 13:47:55,without_mask_2025-10-29_13-47-55.jpg,อาคาร 20
2025-10-29 13:48:37,without_mask_2025-10-29_13-48-37.jpg,อาคาร 20
2025-10-29 13:48:51,without_mask_2025-10-29_13-48-51.jpg,อาคาร 20
2025-10-29 13:48:55,without_mask_2025-10-29_13-48-55.jpg,อาคาร 20
2025-10-29 13:49:54,without_mask_2025-10-29_13-49-54.jpg,อาคาร 20
2025-10-29 13:50:12,without_mask_2025-10-29_13-50-12.jpg,อาคาร 20
2025-10-29 13:50:18,without_mask_2025-10-29_13-50-18.jpg,อาคาร 20
2025-10-29 13:51:21,without_mask_2025-10-29_13-51-21.jpg,อาคาร 20
2025-10-29 13:51:28,without_mask_2025-10-29_13-51-28.jpg,อาคาร 20
2025-10-29 13:53:57,without_mask_2025-10-29_13-53-57.jpg,อาคาร 20
2025-10-29 13:54:04,without_mask_2025-10-29_13-54-04.jpg,อาคาร 20
2025-10-29 13:54:15,without_mask_2025-10-29_13-54-15.jpg,อาคาร 20
2025-10-29 13:54:19,without_mask_2025-10-29_13-54-19.jpg,อาคาร 20
2025-10-29 13:54:31,without_mask_2025-10-29_13-54-31.jpg,อาคาร 20
2025-10-29 13:54:49,without_mask_2025-10-29_13-54-49.jpg,อาคาร 20
2025-10-29 13:55:17,without_mask_2025-10-29_13-55-17.jpg,อาคาร 20
2025-10-29 13:55:48,without_mask_2025-10-29_13-55-48.jpg,อาคาร 20
2025-10-29 13:55:51,without_mask_2025-10-29_13-55-51.jpg,อาคาร 20
2025-10-29 13:55:55,without_mask_2025-10-29_13-55-55.jpg,อาคาร 20
2025-10-29 13:56:21,without_mask_2025-10-29_13-56-21.jpg,อาคาร 20
2025-10-29 13:56:23,without_mask_2025-10-29_13-56-23.jpg,อาคาร 20
2025-10-29 13:57:27,without_mask_2025-10-29_13-57-27.jpg,อาคาร 20
2025-10-29 13:57:46,without_mask_2025-10-29_13-57-46.jpg,อาคาร 20
2025-10-29 13:58:16,without_mask_2025-10-29_13-58-16.jpg,อาคาร 20
2025-10-29 13:58:18,without_mask_2025-10-29_13-58-18.jpg,อาคาร 20
2025-10-29 13:58:21,without_mask_2025-10-29_13-58-21.jpg,อาคาร 20
2025-10-29 13:58:41,without_mask_2025-10-29_13-58-41.jpg,อาคาร 20
2025-10-29 13:58:44,without_mask_2025-10-29_13-58-44.jpg,อาคาร 20
2025-10-29 13:58:52,without_mask_2025-10-29_13-58-52.jpg,อาคาร 20
2025-10-29 13:58:56,without_mask_2025-10-29_13-58-56.jpg,อาคาร 20
2025-10-31 03:11:50,without_mask_2025-10-31_03-11-50.jpg,Cafeteria
2025-10-31 03:53:14,without_mask_2025-10-31_03-53-14.jpg,Cafeteria
2025-11-06 12:44:40,without_mask_2025-11-06_12-44-40.jpg,Cafeteria
